effect,obs,comp,fe,idx
-0.274675000000001,200,1,product_code,P368
-0.314675000000001,200,1,product_code,P369
0.125325,200,1,product_code,P37
-0.374675,200,1,product_code,P370
-0.444675000000001,200,1,product_code,P371
-0.214675000000001,200,1,product_code,P372
-0.224675000000001,200,1,product_code,P373
-0.214675000000001,200,1,product_code,P374
-0.374675000000001,200,1,product_code,P375
-0.314675000000001,200,1,product_code,P376
-0.434675000000001,200,1,product_code,P377
-0.664675,200,1,product_code,P378
-0.734675,200,1,product_code,P379
0.125325,200,1,product_code,P38
-0.214675000000001,200,1,product_code,P380
-0.244675000000001,200,1,product_code,P381
-0.254675,200,1,product_code,P382
-0.584675000000001,200,1,product_code,P383
-0.394675000000001,200,1,product_code,P384
-0.514675,200,1,product_code,P385
-0.394675000000001,200,1,product_code,P386
-0.294675,200,1,product_code,P387
-0.224675,200,1,product_code,P388
-0.274675000000001,200,1,product_code,P389
0.135325,200,1,product_code,P39
-0.294675,200,1,product_code,P390
-0.474675000000001,200,1,product_code,P391
-0.504675000000001,200,1,product_code,P392
-0.554675000000001,200,1,product_code,P393
-0.624675000000001,200,1,product_code,P394
-0.414675,200,1,product_code,P395
-0.254675,200,1,product_code,P396
-0.794675000000001,200,1,product_code,P397
-0.174675000000001,200,1,product_code,P398
-0.254675,200,1,product_code,P399
0.135325,200,1,product_code,P4
0.135325,200,1,product_code,P40
-0.284675,200,1,product_code,P400
0.135325,200,1,product_code,P401
0.135325,200,1,product_code,P402
0.125324999999999,200,1,product_code,P403
0.135324999999999,200,1,product_code,P404
0.135324999999999,200,1,product_code,P405
0.135324999999999,200,1,product_code,P406
0.0653249999999996,200,1,product_code,P407
0.135325,200,1,product_code,P408
0.135325,200,1,product_code,P409
0.135325,200,1,product_code,P41
0.115325,200,1,product_code,P410
0.0353249999999994,200,1,product_code,P411
0.115325,200,1,product_code,P412
0.135325,200,1,product_code,P413
0.115325,200,1,product_code,P414
0.125325,200,1,product_code,P415
0.0853249999999995,200,1,product_code,P416
0.125324999999999,200,1,product_code,P417
0.135325,200,1,product_code,P418
0.115324999999999,200,1,product_code,P419
0.0853249999999994,200,1,product_code,P42
0.125325,200,1,product_code,P420
0.0853249999999996,200,1,product_code,P421
0.135325,200,1,product_code,P422
0.0753249999999995,200,1,product_code,P423
0.105325,200,1,product_code,P424
0.0953249999999995,200,1,product_code,P425
0.135324999999999,200,1,product_code,P426
0.105325,200,1,product_code,P427
0.125324999999999,200,1,product_code,P428
0.125325,200,1,product_code,P429
0.135325,200,1,product_code,P43
0.125325,200,1,product_code,P430
0.125324999999999,200,1,product_code,P431
0.0653249999999995,200,1,product_code,P432
-0.00467500000000051,200,1,product_code,P433
0.0853249999999995,200,1,product_code,P434
-0.0146750000000004,200,1,product_code,P435
0.115325,200,1,product_code,P436
0.135324999999999,200,1,product_code,P437
-0.0346750000000005,200,1,product_code,P438
0.135325,200,1,product_code,P439
0.0853249999999995,200,1,product_code,P44
0.135324999999999,200,1,product_code,P440
0.0753249999999995,200,1,product_code,P441
0.105325,200,1,product_code,P442
0.0553249999999996,200,1,product_code,P443
0.135325,200,1,product_code,P444
0.115325,200,1,product_code,P445
0.105325,200,1,product_code,P446
0.125325,200,1,product_code,P447
0.125325,200,1,product_code,P448
0.105325,200,1,product_code,P449
0.125325,200,1,product_code,P45
0.0953249999999995,200,1,product_code,P450
-0.00467500000000054,200,1,product_code,P451
0.125325,200,1,product_code,P452
0.0953249999999995,200,1,product_code,P453
0.0953249999999995,200,1,product_code,P454
0.0453249999999996,200,1,product_code,P455
0.0353249999999994,200,1,product_code,P456
0.0753249999999994,200,1,product_code,P457
0.135325,200,1,product_code,P458
0.0953249999999995,200,1,product_code,P459
0.135325,200,1,product_code,P46
0.115325,200,1,product_code,P460
